ingredientNo	recipeNumber	subHeadingNo	ingredient	mainIngredients
473	51	1	1/2 teaspoon dried chilli flakes (optional)	CHILLI
474	51	1	Grated parmesan (or vegetarian hard cheese) and finely chopped fresh flat-leaf par	PARSLEY, PARMESAN
475	51	1	SAXA Pink Himalayan Salt Flakes, to season	SALT
476	52	1	2.2kg leg of lamb, boned, fat trimmed, cut into 6cm pieces	FAT, LAMB
477	52	1	2 tablespoons olive oil	OLIVE OIL
478	52	1	3 garlic cloves, thinly sliced	GARLIC
479	52	1	185ml (3/4 cup) white wine	WHITE WINE
480	52	1	250ml (1 cup) Campbell's Real Stock Chicken	CHICKEN
481	52	1	125ml (1/2 cup) red wine vinegar	WINE VINEGAR, RED 
482	52	1	4 large fresh sage sprigs	SAGE
483	52	1	4 large fresh rosemary sprigs	ROSEMARY
484	52	1	1/4 teaspoon dried chilli flakes	CHILLI
485	52	1	3 drained anchovy fillets, finely chopped	ANCHOVY FILLETS
486	52	1	300g (2 cups) frozen broad beans, thawed, peeled	BEAN
487	52	1	Roast potatoes, to serve	POTATOE
488	53	1	600g fresh spinach and ricotta agnolotti	RICOTTA, SPINACH
489	53	1	4 small single chicken breast fillets, trimmed	CHICKEN BREAST
490	53	1	450ml thickened cream (see note)	THICKENED CREAM
491	53	1	1/2 cup (130g) store-bought pesto	PESTO
492	53	1	Salt and cracked black pepper	BLACK PEPPER
493	53	1	Fresh basil leaves, to serve (optional)	BASIL
494	54	1	1 x 625g pkt spinach and ricotta agnolotti	RICOTTA, SPINACH
495	54	1	1 tablespoon olive oil	OLIVE OIL
496	54	1	1 brown onion, halved, thinly sliced	ONION
497	54	1	150g pancetta slices, coarsely chopped	PANCETTA
498	54	1	2 garlic cloves, thinly sliced	GARLIC
499	54	1	2 long fresh yellow chillies, halved, deseeded, finely chopped	CHILLIE
500	54	1	2 x 250g pkt golden grape tomatoes, coarsely chopped	TOMATOES, GRAPE
501	54	1	80ml (1/3 cup) white wine	WHITE WINE
502	54	1	2 teaspoons chopped fresh rosemary	ROSEMARY
503	54	1	60g (2/3 cup) finely grated parmesan	PARMESAN
504	55	1	625g packet fresh ricotta and spinach agnolotti	SPINACH, RICOTTA
505	55	1	1/3 cup olive oil	OLIVE OIL
506	55	1	1 brown onion, finely chopped	ONION
507	55	1	250g cherry tomatoes, halved	TOMATOES
508	55	1	2 garlic cloves, thinly sliced	GARLIC
509	55	1	1/2 cup grated parmesan	PARMESAN
510	55	1	1/3 cup pitted kalamata olives, thickly sliced	OLIVE
511	55	1	1/3 cup roughly chopped fresh basil leaves	BASIL
512	55	1	Extra grated parmesan, to serve	PARMESAN
513	56	1	500g cherry tomatoes	TOMATOES
514	56	1	1 red onion, cut into wedges	ONION
515	56	1	2 tablespoons olive oil	OLIVE OIL
516	56	1	500g chicken tenderloins	CHICKEN
517	56	1	625g Latina™ Fresh Filled Pasta, Spinach & Ricotta Agnolotti	RICOTTA, SPINACH, 
518	56	1	1/4 cup shaved pecorino	SHAVED PECORINO
519	56	1	1/2 cup basil leaves	BASIL
520	56	1	Rocket and shaved fennel salad, to serve	FENNEL, ROCKET
521	57	1	750g butternut pumpkin, peeled, deseeded	PUMPKIN
522	57	1	100g butter, melted	BUTTER
523	57	1	625g packet fresh ricotta and spinach agnolotti pasta (see note)	PASTA, SPINACH, RI
524	57	1	1/2 teaspoon ground nutmeg	GROUND NUTMEG
525	57	1	1/2 cup walnuts, roughly chopped	WALNUT
526	57	1	1/4 cup finely chopped chives	CHIVE
527	57	1	1/4 cup flat-leaf parsley leaves, roughly chopped	PARSLEY
528	58	1	750g butternut pumpkin, peeled	PUMPKIN
529	58	1	100g butter, melted	BUTTER
530	58	1	625g packet fresh ricotta and spinach agnolotti pasta	PASTA, SPINACH, RI
531	58	1	1/2 teaspoon ground nutmeg	GROUND NUTMEG
532	58	1	1/2 cup walnuts, roughly chopped	WALNUT
533	58	1	1/4 cup finely chopped fresh chives	CHIVE
534	58	1	1/4 cup fresh flat-leaf parsley, roughly chopped	PARSLEY
535	59	1	700g butternut pumpkin, peeled, cut into 2cm cubes	PUMPKIN
536	59	1	2 pinches chilli flakes	CHILLI
537	59	1	1/2 teaspoon coriander seeds, crushed	CORIANDER
538	59	1	Olive oil cooking spray	OLIVE OIL
539	59	1	625g fresh ricotta and spinach agnolotti pasta	PASTA, SPINACH, RI
540	59	1	80g butter, chopped	BUTTER
541	59	1	1/2 cup fresh sage leaves	SAGE
542	59	1	1/3 cup chopped walnuts	WALNUT
543	59	1	Shaved parmesan cheese or vegetarian hard cheese to serve	PARMESAN CHEESE
544	60	1	2 x 375g pkts fresh spinach and ricotta agnolotti	RICOTTA, SPINACH
545	60	1	1 x 430g btl roasted capsicum, drained	CAPSICUM
546	60	1	1 x 425g can diced tomatoes	TOMATOES
547	60	1	1 tablespoon olive oil	OLIVE OIL
548	60	1	2 garlic cloves, crushed	GARLIC
549	60	1	2 large sprigs fresh rosemary	ROSEMARY
550	60	1	125ml (1/2 cup) white wine	WHITE WINE
551	60	1	1 1/2 cups baby spinach leaves	SPINACH
552	60	1	130g goats cheese, crumbled	CHEESE
553	61	1	500g butternut pumpkin, peeled, cut into 2cm pieces	PUMPKIN
554	61	1	olive oil cooking spray	OLIVE OIL
555	61	1	375g fresh feta and sun-dried tomato agnolotti pasta	PASTA, TOMATO, FET
556	61	1	1/3 cup French salad dressing	SALAD DRESSING
557	61	1	1 teaspoon dijon mustard	MUSTARD
558	61	1	1/2 cup sun-dried tomatoes in oil, drained, thinly sliced	TOMATOES
559	61	1	100g baby spinach	SPINACH
560	62	1	600g mixed olives (see note)	OLIVE
561	62	1	2 cloves garlic, thinly sliced	GARLIC
562	62	1	1 orange, zest peeled into wide strips	ORANGE
563	62	1	1 teaspoon fennel seeds, toasted	FENNEL SEED
564	62	1	1/2 teaspoon dried chilli flakes	CHILLI
565	62	1	6 bay leaves	BAY LEAVE
566	62	1	80ml (1/3 cup) Maggie Beer Fig	FIG, BEER
567	62	1	Vino Cotto (see note) or balsamic vinegar glaze (see note)	BALSAMIC VINEGAR
568	62	1	80ml (1/3 cup) extra virgin olive oil	OLIVE OIL
569	63	1	2 garlic cloves, crushed	GARLIC
570	63	1	1 teaspoon sea salt or rock salt	SALT, SALT
571	63	1	2 egg yolks	EGG
572	63	1	1 cup extra virgin olive oil	OLIVE OIL
573	63	1	1 tablespoon lemon juice	LEMON JUICE
574	63	1	2 teaspoons wholegrain mustard	WHOLEGRAIN MUSTARD
575	63	1	1 tablespoon water	WATER
576	64	1	1 garlic bulb	GARLIC
577	64	1	2 teaspoons olive oil	OLIVE OIL
578	64	1	1 cup whole-egg mayonnaise	MAYONNAISE
579	65	1	100g piece day-old rustic bread, crusts removed	BREAD
580	65	1	3 cloves garlic, crushed	GARLIC
581	65	1	240g (1 1/2 cups) whole blanched almonds	ALMOND
582	65	1	80ml (1/3 cup) sherry vinegar (see note)	VINEGAR, SHERRY
583	65	1	100ml extra virgin olive oil	OLIVE OIL
584	65	1	175g (1 cup) seedless green grapes, thinly sliced	GREEN
585	65	1	45g (1/3 cup) slivered almonds, roasted	SLIVERED ALMOND
586	66	1	4 (about 800g) coliban potatoes	POTATOE
587	66	1	60ml (1/4 cup) peanut oil	PEANUT OIL
588	66	1	1 red onion, halved, thinly sliced	ONION
589	66	1	1 long fresh green banana chilli, thinly sliced diagonally	CHILLI, BANANA, GR
590	66	1	1 stem fresh curry leaves, leaves picked	CURRY LEAVE
591	66	1	1 teaspoon chilli powder	CHILLI POWDER
592	66	1	1/2 teaspoon dried chilli flakes	CHILLI
593	66	1	1/4 teaspoon ground turmeric	TURMERIC
594	66	1	2 ripe tomatoes, coarsely chopped	TOMATOES
595	66	1	125ml (1/2 cup) water	WATER
596	66	1	1 tablespoon Maldive fish flakes, if desired	MALDIVE FISH FLAKE
597	66	1	1 large green banana capsicum, deseeded, thinly sliced diagonally	CAPSICUM, BANANA, 
598	66	1	60ml (1/4 cup) coconut milk	COCONUT MILK
599	66	1	Salt & freshly ground black pepper	BLACK PEPPER
600	67	1	1kg chuck steak	STEAK
601	67	1	40ml (2 tablespoons) oil	OIL
602	67	1	250g small white onions	ONION
603	67	1	250g button mushrooms	MUSHROOM
604	67	1	2 teaspoons Worcestershire sauce	WORCESTERSHIRE SAU
605	67	1	2 teaspoons tomato paste	TOMATO PASTE
606	67	1	500ml (2 cups) beer	BEER
607	67	1	300ml (1 1/4 cups) Campbell's Real Stock Beef	BEEF
608	67	1	1 sprig thyme	THYME
609	67	1	1 bay leaf	BAY LEAF
610	67	1	1 tablespoon cornflour	CORNFLOUR
611	67	1	375g block puff pastry	PUFF PASTRY
612	67	1	1 egg, beaten, to brush	EGG
613	68	1	2 oranges, cut into 8 wedges	ORANGE
614	68	1	1 ruby red grapefruit, coarsely chopped	GRAPEFRUIT
615	68	1	2 tablespoons caster sugar	SUGAR
616	68	1	1 cup crushed ice	ICE
617	68	1	125ml (1/2 cup) white rum	RUM
618	68	1	125ml (1/2 cup) limoncello	LIMONCELLO
619	68	1	125ml (1/2 cup) chilled tonic water	TONIC WATER
620	69	1	375g dried fettuccine	FETTUCCINE
621	69	1	25g butter	BUTTER
622	69	1	4 garlic cloves, crushed	GARLIC
623	69	1	300ml thickened cream	THICKENED CREAM
624	69	1	2 tablespoons chopped flat-leaf parsley leaves	PARSLEY
625	69	1	1/3 cup finely grated parmesan cheese or vegetarian hard cheese	PARMESAN CHEESE
626	70	1	300-500g beef, cubed (such as boneless beef shoulder)	BEEF, BEEF
627	70	1	3 tablespoons olive oil	OLIVE OIL
628	70	1	1 small tub tomato paste	TOMATO PASTE
629	70	1	1/2 cup pasta	PASTA
630	70	1	2 medium onion, chopped	ONION
631	70	1	3 medium potatoes, chopped	POTATOE
632	70	1	2 sticks celery, chopped	CELERY
633	70	1	Water	WATER
634	70	1	3 carrots, chopped	CARROT
635	70	1	2 zucchini, chopped	ZUCCHINI
636	70	1	1 turnip, chopped	TURNIP
637	70	1	2 tomatoes, chopped	TOMATOES
638	70	1	Chickpeas (optional)	CHICKPEA
639	70	1	Salt and pepper, harissa	PEPPER, SALT
640	70	1	Ground coriander	CORIANDER
641	70	1	Ground caraway	GROUND CARAWAY
642	70	1	Ground cinnamon	CINNAMON
643	70	1	Coriander leaves, to serve	CORIANDER
644	71	1	500g white fish fillets, cut into 4cm pieces	FISH FILLETS
645	71	1	400g cleaned baby octopus, halved lengthways	OCTOPU
646	71	1	12 (about 400g) large green king prawns, peeled leaving tails intact, deveined	GREEN
647	71	1	1 red onion, halved, thinly sliced	ONION
648	71	1	2 baby fennel bulbs, trimmed, quartered lengthways, fronds reserved	FENNEL
649	71	1	2 large celery sticks, trimmed, thickly sliced diagonally	CELERY
650	71	1	2 tablespoons olive oil	OLIVE OIL
651	71	1	2 teaspoons sweet paprika	PAPRIKA
652	71	1	1 teaspoon ground cumin	CUMIN
653	71	1	1 teaspoon caraway seeds	SEED
654	71	1	1/2 teaspoon dried chilli flakes	CHILLI
655	71	1	125ml (1/2 cup) water	WATER
656	71	1	6 (about 450g) lamb, mint & rosemary sausages	ROSEMARY, MINT, LA
657	72	1	150g frozen raspberries, thawed	FROZEN RASPBERRIE
658	72	1	250g white chocolate melts	WHITE CHOCOLATE
659	72	1	1kg full-fat cream cheese, softened	CREAM CHEESE
660	72	1	330g (1 1/2 cups) caster sugar	SUGAR
661	72	1	1 teaspoon vanilla extract	VANILLA EXTRACT
662	72	1	4 eggs	EGG
663	72	1	Red and white sugar heart cake decorations (see notes)	WHITE SUGAR
664	72	2	150g (1 cup) plain flour	FLOUR
665	72	2	55g (1/4 cup firmly packed) brown sugar	BROWN SUGAR
666	72	2	125g unsalted butter, chopped, plus extra, to grease	UNSALTED BUTTER
667	72	2	50g (1/2 cup) walnuts, roasted, finely chopped	WALNUT
668	73	1	80g unsalted butter	UNSALTED BUTTER
669	73	1	2 garlic cloves, finely chopped	GARLIC
670	73	1	1kg floury potatoes, peeled	POTATOE
671	73	1	1 cup (250ml) milk	MILK
672	73	1	200g Cantal (see note) or gruyere cheese, grated	CHEESE
673	74	1	1 cup pumpkin, peeled and chopped	PUMPKIN
674	74	1	1 corn cob, kernels removed	CORN
675	74	1	1 red capsicum, finely chopped	CAPSICUM
676	74	1	2 carrots, chopped	CARROT
677	74	1	1 cup celery, finely chopped	CELERY
678	74	1	2 garlic cloves, crushed	GARLIC
679	74	1	1 long fresh green chilli, deseeded, chopped	CHILLI, GREEN
680	74	1	1 tablespoon chopped coriander root and stem, plus leaves, to serve	CORIANDER
681	74	1	2 tablespoons olive oil	OLIVE OIL
682	74	1	1 1/2 teaspoons ground cumin	CUMIN
683	74	1	1 teaspoon smoked paprika	PAPRIKA
684	74	1	1/2 teaspoon cayenne pepper	CAYENNE PEPPER
685	74	1	400g can chopped tomato	TOMATO
686	74	1	400g can kidney beans, rinsed, drained	KIDNEY BEAN
687	74	1	125ml (1/2 cup) water	WATER
688	74	1	Cooked SunRice medium grain brown or white rice and tortillas, to serve	WHITE RICE
689	74	1	235g (1 cup) sour cream or natural yoghurt, to serve	NATURAL YOGHURT, S
690	75	1	1 tablespoon olive oil	OLIVE OIL
691	75	1	500g lean beef chuck, coarsely chopped	BEEF
692	75	1	2 carrots, peeled, finely chopped	CARROT
693	75	1	2 celery sticks, finely chopped	CELERY
694	75	1	1 large brown onion, finely chopped	ONION
695	75	1	2 garlic cloves, crushed	GARLIC
696	75	1	2 teaspoons chopped fresh rosemary	ROSEMARY
697	75	1	500ml (2 cups) Campbell's Real Stock Chicken Salt Reduced	SALT, CHICKEN
698	75	1	500ml (2 cups) water	WATER
699	75	1	80g (1/3 cup) pearl barley, rinsed	BARLEY
700	75	1	2 dried bay leaves	BAY LEAVE
701	75	1	3 (about 400g) large truss tomatoes, finely chopped	TOMATOES
702	75	1	300g sweet potato (kumara), peeled, cut into 1cm pieces	SWEET POTATO
703	76	1	6 lamb, rosemary & garlic sausages	GARLIC, ROSEMARY, 
704	76	1	6 large portobello mushrooms, ends trimmed	MUSHROOM
705	76	1	2 tablespoons extra virgin olive oil	OLIVE OIL
706	76	1	6 bacon rashers	BACON
707	76	1	6 ripe egg tomatoes, halved lengthways	TOMATOES, EGG
708	76	1	6 eggs	EGG
709	76	1	Bread, toasted, buttered, to serve	BREAD
710	77	1	3/4 cup pastry mix (see note)	MIX
711	77	1	3/4 cup grated cheese	CHEESE
712	77	1	1 teaspoon butter, softened	BUTTER
713	77	1	4 eggs, lightly beaten	EGG
714	77	1	1 cup milk	MILK
715	77	1	310g can corn kernels, drained	CORN
716	77	1	1 onion, finely chopped	ONION
717	77	1	2 tablespoons basil, chopped	BASIL
718	77	1	1 small barbecued chicken, skin removed, meat shredded	CHICKEN
719	77	1	1 tomato, deseeded, diced	TOMATO
720	77	1	1 tablespoon flat-leaf parsley, chopped	PARSLEY
721	78	1	6 cups rice flour (see note 1)	RICE FLOUR
722	78	1	2 cups potato starch (see note 2)	POTATO
723	78	1	1 cup gluten-free cornflour	CORNFLOUR
724	79	1	125g butter, at room temperature	BUTTER
725	79	1	3/4 cup caster sugar	SUGAR
726	79	1	2 eggs	EGG
727	79	1	1 1/2 cups self-raising flour	FLOUR
728	79	1	1 cup almond meal	ALMOND MEAL
729	79	1	1/4 cup milk	MILK
730	79	1	Double cream, to serve	CREAM
731	79	2	2 oranges	ORANGE
732	79	2	1/4 cup caster sugar	SUGAR
733	79	2	2 tablespoons fresh orange juice	ORANGE JUICE
734	80	1	Light olive oil spray, to grease	OIL SPRAY, OLIVE O
735	80	1	60g butter	BUTTER
736	80	1	55g (1/4 cup) caster sugar	SUGAR
737	80	1	1 1/2 tablespoons cocoa powder	COCOA POWDER
738	80	1	30g (1/4 cup) almond meal	ALMOND MEAL
739	80	1	1 egg, lightly whisked	EGG
740	80	1	1 tablespoon milk	MILK
741	80	1	Fresh raspberries, to serve	RASPBERRIE
742	80	2	150g dark chocolate, coarsely chopped	DARK CHOCOLATE
743	80	2	2 tablespoons pouring cream	CREAM
744	81	1	Melted butter, to grease	BUTTER
745	81	1	180g soft butter	BUTTER
746	81	1	125g (3/4 cup) icing sugar mixture, sifted	SUGAR
747	81	1	1 x 100g pkt almond meal	ALMOND MEAL
748	81	1	115g (3/4 cup) plain flour	FLOUR
749	81	1	45g (1/4 cup) white rice flour	WHITE RICE
750	81	1	1/4 teaspoon ground cloves	CLOVE
751	81	1	1 tablespoon rosewater essence	ROSEWATER
752	81	1	125g (3/4 cup) icing sugar mixture, extra, to dust	SUGAR
753	82	1	500ml (2 cups) milk	MILK
754	82	1	70g (1/3 cup) caster sugar	SUGAR
755	82	1	4 large strips orange rind	ORANGE
756	82	1	65g (1/3 cup) semolina	SEMOLINA
757	82	1	40g butter	BUTTER
758	82	1	2 eggs, lightly whisked	EGG
759	82	1	Melted butter, to grease	BUTTER
760	82	1	230g blanched almonds, toasted	ALMOND
761	82	1	55g (1/4 cup) caster sugar, extra	SUGAR
762	82	1	1 teaspoon ground cinnamon	CINNAMON
763	82	1	12 sheets filo pastry	FILO PASTRY
764	82	1	125g butter, melted	BUTTER
765	82	2	185ml (3/4 cup) butterscotch schnapps	BUTTERSCOTCH SCHNA
766	82	2	160ml (2/3 cup) water	WATER
767	82	2	215g (1 cup) caster sugar	SUGAR
768	83	1	1 cup sultanas	SULTANA
769	83	1	1 cup currants	CURRANTS
770	83	1	1/2 cup glace cherries	CHERRIE
771	83	1	1/2 cup slivered almonds	SLIVERED ALMOND
772	83	1	2 tablespoons orange juice	ORANGE JUICE
773	83	1	250g butter, room temperature	BUTTER
774	83	1	1 cup brown sugar	BROWN SUGAR
775	83	1	150g white chocolate, roughly chopped	WHITE CHOCOLATE
776	83	1	2 1/2 cups plain flour, sifted	FLOUR
777	83	1	1 teaspoons baking powder	BAKING POWDER
778	83	1	1/2 cup milk	MILK
779	83	1	50g flaked almonds	ALMOND
780	83	1	1 orange rind, grated	ORANGE
781	83	1	3 eggs	EGG
782	84	1	Melted butter, to grease	BUTTER
783	84	1	180g butter, at room temperature, chopped	BUTTER
784	84	1	140g (2/3 cup) caster sugar	SUGAR
785	84	1	1 teaspoon vanilla essence	VANILLA
786	84	1	3 eggs, at room temperature	EGG
787	84	1	100g (1 cup) almond meal	ALMOND MEAL
788	84	1	150g (1 cup) self-raising flour	FLOUR
789	84	1	80ml (1/3 cup) milk	MILK
790	84	1	2 small red apples (such as Royal Gala), quartered, cored, thinly sliced	APPLE
791	84	1	Vanilla custard, to serve	CUSTARD, VANILLA
792	85	1	Melted butter, to grease	BUTTER
793	85	1	375g (2 1/2 cups) self-raising flour	FLOUR
794	85	1	155g (3/4 cup, firmly packed) brown sugar	BROWN SUGAR
795	85	1	150g butter, melted	BUTTER
796	85	1	80ml (1/3 cup) milk	MILK
797	85	1	2 eggs, lightly whisked	EGG
798	85	1	220g frozen blueberries, thawed	FROZEN BLUEBERRIE
799	85	1	Bought vanilla custard, to serve	CUSTARD, VANILLA
800	85	2	115g (3/4 cup) plain flour	FLOUR
801	85	2	90g chilled butter, chopped	BUTTER
802	85	2	100g (1/2 cup, firmly packed) brown sugar	BROWN SUGAR
803	85	2	50g (1/2 cup) flaked almonds	ALMOND
804	86	1	Melted butter, to grease	BUTTER
805	86	1	300g (3 cups) almond meal	ALMOND MEAL
806	86	1	315g (1 1/2 cups) caster sugar	SUGAR
807	86	1	5 eggs	EGG
808	86	1	2 tablespoons brandy	BRANDY
809	86	1	250g unsalted butter, melted	UNSALTED BUTTER
810	86	1	2 tablespoons slivered almonds	SLIVERED ALMOND
811	86	1	215g (1 cup) caster sugar, extra	SUGAR
812	86	1	375ml (1 1/2 cups) water	WATER
813	86	1	8 green cardamom pods, bruised	CARDAMOM POD
814	86	1	375ml (1 1/2 cups) dessert wine	DESSERT WINE
815	86	1	6 small peaches	PEACHE
816	86	1	Pure icing sugar, to dust	SUGAR
817	86	1	Double cream, to serve	CREAM
818	87	1	Vegetable oil, to grease	VEGETABLE OIL
819	87	1	2 edible rice paper sheets	RICE PAPER
820	87	1	320g (2 cups) almond kernels	ALMOND
821	87	1	285g (1 1/3 cups) caster sugar	SUGAR
822	87	1	60ml (1/4 cup) honey	HONEY
823	87	1	60ml (1/4 cup) liquid glucose	LIQUID GLUCOSE
824	87	1	2 tablespoons water	WATER
825	87	1	1 egg white	EGG
826	87	1	2 teaspoons rosewater	ROSEWATER
827	87	1	1 x 100g pkt red glace cherries, coarsely chopped	CHERRIE
828	88	1	2 (about 360g) Red Delight potatoes, thinly sliced	POTATOE
829	88	1	60g butter, at room temperature	BUTTER
830	88	1	1/2 vanilla bean, split	VANILLA BEAN
831	88	1	4 (about 150g each) firm white fish fillets	FISH FILLETS
832	88	1	50g (1/2 cup) flaked almonds	ALMOND
833	88	1	25g (1/3 cup) shredded coconut	SHREDDED COCONUT
834	88	1	1 egg white, lightly whisked	EGG
835	88	1	1 bunch broccolini, blanched	BROCCOLINI
836	89	1	1 1/2 cups caster sugar	SUGAR
837	89	1	1/2 cup glucose syrup	SYRUP
838	89	1	2 cups blanched almonds	ALMOND
839	89	1	1/2 cup almond kernels	ALMOND
840	89	1	2 tablespoons coffee beans, crushed (see tip)	COFFEE
841	89	1	2 teaspoons vanilla extract	VANILLA EXTRACT
842	89	1	1 teaspoon bicarbonate of soda	SODA
843	90	1	1 egg	EGG
844	90	1	1 egg yolk	EGG
845	90	1	2/3 cup caster sugar	SUGAR
846	90	1	1/2 teaspoon almond essence	ALMOND
847	90	1	1 1/3 cups plain flour	FLOUR
848	90	1	1/2 teaspoon baking powder	BAKING POWDER
849	90	1	1/4 cup almond kernels	ALMOND
850	90	1	1/4 cup dried cranberries	CRANBERRIES
851	91	1	1 tablespoon rice flour, plus extra for dusting	RICE FLOUR
852	91	1	4 egg whites	EGG
853	91	1	1/2 lemon, juiced	LEMON
854	91	1	1/2 cup caster sugar	SUGAR
855	91	1	1 1/4 cups almond meal	ALMOND MEAL
856	91	1	1 tablespoon cocoa powder	COCOA POWDER
857	91	1	1 cup dates, sliced	DATE
858	91	1	1/4 cup dried cranberries	CRANBERRIES
859	91	2	1 cup gluten free icing sugar	SUGAR
860	91	2	2 tablespoons lemon juice	LEMON JUICE
861	92	1	100g blanched almonds	ALMOND
862	92	1	1 teaspoon finely grated lime rind	LIME
863	92	1	1 1/2 tablespoons finely chopped dill	DILL
864	92	1	20g softened butter	BUTTER
865	92	1	Salt and cracked black pepper	BLACK PEPPER
866	92	1	4 (about 180g each) firm white fish fillets	FISH FILLETS
867	93	1	6 large (about 120g) dried figs	DRIED FIG
868	93	1	Melted butter, to grease	BUTTER
869	93	1	250g icing sugar	SUGAR
870	93	1	115g (3/4 cup) plain flour	FLOUR
871	93	1	1 teaspoon baking powder	BAKING POWDER
872	93	1	155g (1 1/2 cups) almond meal	ALMOND MEAL
873	93	1	1 teaspoon finely grated mandarin rind	FINELY GRATED MAND
874	93	1	2 eggs	EGG
875	93	1	4 egg whites	EGG
876	93	1	130g unsalted butter, melted	UNSALTED BUTTER
877	93	1	1 teaspoon vanilla essence	VANILLA
878	93	1	Brown sugar mascarpone	BROWN SUGAR
879	93	1	250g mascarpone	MASCARPONE
880	93	1	55g (1/4 cup, firmly packed) brown sugar	BROWN SUGAR
881	94	1	45g (1/3 cup) slivered almonds, finely chopped	SLIVERED ALMOND
882	94	1	5 dried figs, stalks discarded, finely chopped	DRIED FIG
883	94	1	3 teaspoons baby capers, finely chopped	CAPER
884	94	1	1 tablespoon finely chopped rosemary	ROSEMARY
885	94	1	1 lemon, zested, juiced	LEMON
886	94	1	4 x 200g chicken thigh fillets, trimmed	CHICKEN
887	94	1	60ml (1/4 cup) extra virgin olive oil, plus extra, to drizzle	OLIVE OIL
888	94	1	16 large cherry truss tomatoes, (see note) cut into 4 clusters	TOMATOES
889	94	1	400g green beans, trimmed	GREEN BEAN
890	94	1	1 tablespoon verjuice (see note)	VERJUICE
891	94	1	1/2 teaspoon Dijon mustard	MUSTARD
892	94	1	1 small red onion, very thinly sliced	ONION
893	94	1	1/4 cup flat-leaf parsley, torn	PARSLEY
894	94	1	60ml (1/4 cup) dry white wine	WHITE WINE
895	94	1	125ml (1/2 cup) good-quality chicken stock	CHICKEN
896	95	1	300g pkt baby brussels sprouts, halved	BRUSSELS SPROUT
897	95	1	1 bunch baby carrots, trimmed, scrubbed	CARROT
898	95	1	60g butter	BUTTER
899	95	1	2 tablespoons olive oil	OLIVE OIL
900	95	1	1/2 cup slivered almonds	SLIVERED ALMOND
901	95	1	3 garlic cloves, crushed	GARLIC
902	95	1	Chargrilled lamb cutlets, to serve	LAMB
903	96	1	2 tablespoons olive oil	OLIVE OIL
904	96	1	1 brown onion, finely chopped	ONION
905	96	1	2 garlic cloves, crushed	GARLIC
906	96	1	300g SunRice Basmati Rice	RICE
907	96	1	1/2 cup (125ml) dry white wine	WHITE WINE
908	96	1	550ml Campbell's Real Stock Vegetable	CAMPBELL'S REAL ST
909	96	1	4 (about 150g each) snapper fillets, skin on	SNAPPER
910	96	1	1/3 cup (50g) toasted slivered almonds	SLIVERED ALMOND
911	96	1	2 tablespoons chopped flat-leaf parsley	PARSLEY
912	96	1	1 tablespoon chopped basil	BASIL
